circuit,variant,p,algorithm,input_tcount,output_tcount,total_exec_ms,total_exec_s,overall_exec_s,pairs_tested,sketch_filtered,sketch_skip_reuse,full_after_sketch,full_after_sketch_rate_pct,filtered_miss,nullspace_runs,rebuild_count,local_add_count,basis_update_count,basis_reuse_rate_pct,aa_ms,sketch_ms,sketch_build_ms,sketch_basis_ms,sketch_mem_ms,sketch_other_ms,chi_update_ms,basis_work_ms,nullspace_ms,sketch_rej_rate_pct,avg_sketch_rows,avg_sketch_basis,avg_affected_rows,avg_active_rows,reuse_mem_reject,reuse_ns_runs,reuse_no_pair_y,reuse_no_reduce,reuse_reduced,reuse_mem_rej_rate_pct,reuse_no_red_rate_pct,fail_count,outfile
mod_mult_55.tfc,noreuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20,35,17,36,0.036,0.084186,223,197,0,26,11.659,22,4,26,0,26,0.000,0.049,30.243,5.158,0.031,0,25.054,3.71,3.71,0.468,88.3408,545.673,15.2287,0,1097.69,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_mult_55_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20.out
mod_mult_55.tfc,reuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_25,35,17,40,0.040,0.088206,223,205,0,18,8.072,14,4,12,6,18,33.333,0.049,36.048,5.011,0.026,0,31.011,2.131,2.131,0.471,91.9283,681.753,15.7309,952.176,1129.11,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_mult_55_lx2_dynamic_repair_chi_packed_aa_sketch_25.out
mod_mult_55.tfc,noreuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25,35,17,41,0.041,0.089334,223,205,0,18,8.072,14,4,18,0,18,0.000,0.092,36.282,5.075,0.034,0,31.173,2.888,2.888,0.475,91.9283,681.753,15.7309,0,1129.11,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_mult_55_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25.out
mod_mult_55.tfc,reuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_30,35,17,46,0.046,0.094624,223,210,0,13,5.830,9,4,11,2,13,15.385,0.049,42.404,5.15,0.031,0,37.223,2.019,2.019,0.474,94.1704,818.457,16.0538,1263.33,1168.38,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_mult_55_lx2_dynamic_repair_chi_packed_aa_sketch_30.out
mod_mult_55.tfc,noreuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30,35,17,46,0.046,0.095297,223,210,0,13,5.830,9,4,13,0,13,0.000,0.05,42.364,5.19,0.022,0,37.152,2.426,2.426,0.488,94.1704,818.457,16.0538,0,1168.38,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_mult_55_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30.out
mod_red_21.tfc,baseline,,lx2_dynamic_repair_chi_packed_aa,73,52,2267,2.267,2.61456,3377,,,3377,100.000,3367,10,2716,661,3377,19.574,0.212,,,,,,2220.11,2220.11,6.606,,,,5307.88,8336.05,,,,,,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa.out
mod_red_21.tfc,reuse,3,lx2_dynamic_repair_chi_packed_aa_sketch_3,73,52,2707,2.707,3.28531,3377,523,0,2854,84.513,2844,10,2379,475,2854,16.643,0.215,494.191,225.646,5.979,0.002,262.564,2165.85,2165.85,6.761,15.4871,250.587,37.1575,5576.2,8186.65,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_3.out
mod_red_21.tfc,noreuse,3,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_3,73,52,2786,2.786,3.13248,3377,523,0,2854,84.513,2844,10,2854,0,2854,0.000,0.218,405.118,190.461,2.411,0,212.246,2336.47,2336.47,6.646,15.4871,250.587,37.1575,0,8186.65,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_3.out
mod_red_21.tfc,reuse,5,lx2_dynamic_repair_chi_packed_aa_sketch_5,73,52,1284,1.284,1.63145,3377,1302,0,2075,61.445,2065,10,1727,348,2075,16.771,0.136,383.531,132.438,0.324,0,250.769,875.639,875.639,4.071,38.5549,417.318,42.5988,5769.12,7423.13,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_5.out
mod_red_21.tfc,noreuse,5,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_5,73,52,2622,2.622,3.19124,3377,1302,0,2075,61.445,2065,10,2075,0,2075,0.000,0.217,658.051,228.356,10.334,0.011,419.35,1923.01,1923.01,6.628,38.5549,417.318,42.5988,0,7423.13,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_5.out
mod_red_21.tfc,reuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_8,73,52,1770,1.770,2.34582,3377,2119,0,1258,37.252,1248,10,1049,209,1258,16.614,0.212,887.979,230.767,12.698,0,644.514,848.864,848.864,6.629,62.748,667.542,46.5534,6042.4,6545.12,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_8.out
mod_red_21.tfc,noreuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8,73,52,1999,1.999,2.57354,3377,2119,0,1258,37.252,1248,10,1258,0,1258,0.000,0.214,885.719,228.359,12.855,0.012,644.493,1079.95,1079.95,6.568,62.748,667.542,46.5534,0,6545.12,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8.out
mod_red_21.tfc,reuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_10,73,52,1531,1.531,1.88118,3377,2473,0,904,26.769,894,10,753,151,904,16.704,0.214,927.042,209.331,10.142,0.002,707.567,574.271,574.271,6.653,73.2307,833.982,48.0589,6177.15,6059.61,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_10.out
mod_red_21.tfc,noreuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10,73,52,1062,1.062,1.41007,3377,2473,0,904,26.769,894,10,904,0,904,0.000,0.135,605.843,134.714,0.977,0.001,470.151,437.556,437.556,4.055,73.2307,833.982,48.0589,0,6059.61,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10.out
mod_red_21.tfc,reuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_13,73,52,1625,1.625,2.20729,3377,2793,0,584,17.293,574,10,478,106,584,18.151,0.217,1246.44,227.88,12.472,0,1006.09,351.546,351.546,6.66,82.7065,1084.1,49.5132,6088.75,5417.48,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_13.out
mod_red_21.tfc,noreuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13,73,52,1594,1.594,1.94688,3377,2793,0,584,17.293,574,10,584,0,584,0.000,0.214,1117.92,207.52,10.689,0,899.71,448.795,448.795,6.567,82.7065,1084.1,49.5132,0,5417.48,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13.out
mod_red_21.tfc,reuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_15,73,52,993,0.993,1.34078,3377,2927,0,450,13.325,440,10,371,79,450,17.556,0.139,817.063,132.833,1.38,0.001,682.849,159.08,159.08,4.07,86.6746,1250.96,50.1774,6140.24,5173.91,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_15.out
mod_red_21.tfc,noreuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15,73,52,1033,1.033,1.38175,3377,2927,0,450,13.325,440,10,450,0,450,0.000,0.133,815.587,132.34,1.401,0,681.846,200.941,200.941,4.082,86.6746,1250.96,50.1774,0,5173.91,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15.out
mod_red_21.tfc,reuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_20,73,52,1126,1.126,1.47493,3377,3134,0,243,7.196,233,10,208,35,243,14.403,0.134,1027.79,134.203,1.683,0,891.907,82.933,82.933,3.894,92.8043,1667.62,51.1555,5837.57,4545.06,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_20.out
mod_red_21.tfc,noreuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20,73,52,1369,1.369,1.71955,3377,3134,0,243,7.196,233,10,243,0,243,0.000,0.2,1195.02,159.826,5.56,0,1029.63,152.04,152.04,5.627,92.8043,1667.62,51.1555,0,4545.06,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20.out
mod_red_21.tfc,reuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_25,73,52,2215,2.215,2.79564,3377,3242,0,135,3.998,125,10,119,16,135,11.852,0.212,2113.14,233.347,17.2,0.003,1862.59,78.038,78.038,6.656,96.0024,2084.3,51.7027,5500.62,4142.29,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_25.out
mod_red_21.tfc,noreuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25,73,52,2219,2.219,2.66186,3377,3242,0,135,3.998,125,10,135,0,135,0.000,0.218,2100.49,228.926,14.662,0,1856.9,95.211,95.211,6.693,96.0024,2084.3,51.7027,0,4142.29,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25.out
mod_red_21.tfc,reuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_30,73,52,2526,2.526,3.10583,3377,3288,0,89,2.635,79,10,79,10,89,11.236,0.215,2447.86,226.935,14.815,0.002,2206.1,53.772,53.772,6.693,97.3645,2501.31,52.0184,5376.64,4046.43,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_30.out
mod_red_21.tfc,noreuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30,73,52,1494,1.494,1.84056,3377,3288,0,89,2.635,79,10,89,0,89,0.000,0.135,1440.95,132.829,2.194,0,1305.92,38.44,38.44,4.016,97.3645,2501.31,52.0184,0,4046.43,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/mod_red_21_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30.out
qcla_com_7.tfc,baseline,,lx2_dynamic_repair_chi_packed_aa,88,62,6059,6.059,10.2255,4441,,,4441,100.000,4430,11,3501,940,4441,21.166,0.444,,,,,,5918.64,5918.64,22.336,,,,15196.1,24308,,,,,,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa.out
qcla_com_7.tfc,reuse,3,lx2_dynamic_repair_chi_packed_aa_sketch_3,88,62,3872,3.872,8.04834,4441,2211,0,2230,50.214,2219,11,1727,503,2230,22.556,0.404,1216.14,631.841,4.147,0,580.156,2567.07,2567.07,18.703,49.7861,729.758,51.4436,16203.4,19855.9,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_3.out
qcla_com_7.tfc,noreuse,3,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_3,88,62,4740,4.740,8.91216,4441,2211,0,2230,50.214,2219,11,2230,0,2230,0.000,0.342,1182.69,609.965,4.074,0.002,568.649,3475.92,3475.92,16.515,49.7861,729.758,51.4436,0,19855.9,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_3.out
qcla_com_7.tfc,reuse,5,lx2_dynamic_repair_chi_packed_aa_sketch_5,88,62,2747,2.747,6.9006,4441,3234,0,1207,27.179,1196,11,919,288,1207,23.861,0.285,1505.36,603.049,5.917,0,896.396,1186.87,1186.87,14.603,72.8214,1215.88,56.2382,16235.2,16383,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_5.out
qcla_com_7.tfc,noreuse,5,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_5,88,62,3240,3.240,7.41913,4441,3234,0,1207,27.179,1196,11,1207,0,1207,0.000,0.3,1507.95,605.248,5.81,0,896.892,1675.49,1675.49,14.503,72.8214,1215.88,56.2382,0,16383,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_5.out
qcla_com_7.tfc,reuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_8,88,62,4145,4.145,8.31703,4441,3834,0,607,13.668,596,11,439,168,607,27.677,0.479,3202.74,963.771,36.99,0,2201.97,867.521,867.521,24.576,86.3319,1945.25,59.3373,14673.7,12784,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_8.out
qcla_com_7.tfc,noreuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8,88,62,2789,2.789,6.94679,4441,3834,0,607,13.668,596,11,607,0,607,0.000,0.273,1993.83,597.287,7.428,0,1389.12,749.17,749.17,14.929,86.3319,1945.25,59.3373,0,12784,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8.out
qcla_com_7.tfc,reuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_10,88,62,2715,2.715,6.86923,4441,4024,0,417,9.390,406,11,303,114,417,27.338,0.287,2332.1,607.361,7.937,0,1716.8,340.189,340.189,15.247,90.6102,2431.25,60.3222,13711.2,11358.5,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_10.out
qcla_com_7.tfc,noreuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10,88,62,3329,3.329,7.50382,4441,4024,0,417,9.390,406,11,417,0,417,0.000,0.449,2532.36,663.966,14.991,0,1853.4,730.843,730.843,22.66,90.6102,2431.25,60.3222,0,11358.5,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10.out
qcla_com_7.tfc,reuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_13,88,62,5186,5.186,11.4246,4441,4196,0,245,5.517,234,11,183,62,245,25.306,0.462,4796.68,1019.96,53.928,0.013,3722.77,323.918,323.918,24.094,94.4832,3160.46,61.1828,12032.3,9492.1,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_13.out
qcla_com_7.tfc,noreuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13,88,62,3386,3.386,7.56384,4441,4196,0,245,5.517,234,11,245,0,245,0.000,0.402,2947.07,636.121,13.435,0.003,2297.52,384.788,384.788,19.655,94.4832,3160.46,61.1828,0,9492.1,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13.out
qcla_com_7.tfc,reuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_15,88,62,3333,3.333,7.48717,4441,4247,0,194,4.368,183,11,146,48,194,24.742,0.275,3135.51,599.571,9.077,0.001,2526.86,156.672,156.672,14.758,95.6316,3646.69,61.5373,11948.4,9316.56,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_15.out
qcla_com_7.tfc,noreuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15,88,62,3552,3.552,7.75178,4441,4247,0,194,4.368,183,11,194,0,194,0.000,0.359,3214.21,616.312,12.276,0.001,2585.62,288.82,288.82,17.956,95.6316,3646.69,61.5373,0,9316.56,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15.out
qcla_com_7.tfc,reuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_20,88,62,4300,4.300,8.48199,4441,4325,0,116,2.612,105,11,96,20,116,17.241,0.41,4105.7,631.902,15.312,0,3458.48,142.641,142.641,19.014,97.388,4861.99,62.0187,11341.1,8921.97,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_20.out
qcla_com_7.tfc,noreuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20,88,62,4286,4.286,8.46223,4441,4325,0,116,2.612,105,11,116,0,116,0.000,0.372,4052.22,618.94,14.303,0.003,3418.97,185.624,185.624,17.868,97.388,4861.99,62.0187,0,8921.97,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20.out
qcla_com_7.tfc,reuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_25,88,62,5294,5.294,9.47282,4441,4384,0,57,1.283,46,11,53,4,57,7.018,0.447,5137.43,661.019,19.511,0,4456.9,101.846,101.846,21.457,98.7165,6077.2,62.2463,12360.9,9993.28,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_25.out
qcla_com_7.tfc,noreuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25,88,62,4869,4.869,9.02241,4441,4384,0,57,1.283,46,11,57,0,57,0.000,0.272,4753.94,598.293,10.672,0.001,4144.97,76.942,76.942,15.386,98.7165,6077.2,62.2463,0,9993.28,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25.out
qcla_com_7.tfc,reuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_30,88,62,5654,5.654,9.8148,4441,4404,0,37,0.833,26,11,35,2,37,5.405,0.273,5566.02,597.017,12.696,0.001,4956.31,51.225,51.225,14.857,99.1669,7292.9,62.3596,11302.6,11019.1,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_30.out
qcla_com_7.tfc,noreuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30,88,62,5831,5.831,10.0107,4441,4404,0,37,0.833,26,11,37,0,37,0.000,0.37,5709.53,621.559,15.813,0.002,5072.16,74.379,74.379,18.192,99.1669,7292.9,62.3596,0,11019.1,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qcla_com_7_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30.out
qft_4.tfc,baseline,,lx2_dynamic_repair_chi_packed_aa,16,12,1,0.001,0.004415,91,,,91,100.000,90,1,37,54,91,59.341,0.008,,,,,,1.634,1.634,0.051,,,,266.367,580.264,,,,,,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qft_4_lx2_dynamic_repair_chi_packed_aa.out
qft_4.tfc,reuse,3,lx2_dynamic_repair_chi_packed_aa_sketch_3,16,12,2,0.002,0.004716,91,17,0,74,81.319,73,1,37,37,74,50.000,0.011,0.876,0.476,0,0,0.4,1.378,1.378,0.044,18.6813,19.6703,4.35165,328.397,590.851,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qft_4_lx2_dynamic_repair_chi_packed_aa_sketch_3.out
qft_4.tfc,noreuse,3,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_3,16,12,3,0.003,0.005746,91,17,0,74,81.319,73,1,74,0,74,0.000,0.011,0.909,0.492,0.001,0,0.416,2.345,2.345,0.044,18.6813,19.6703,4.35165,0,590.851,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qft_4_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_3.out
qft_4.tfc,reuse,5,lx2_dynamic_repair_chi_packed_aa_sketch_5,16,12,2,0.002,0.004829,91,27,0,64,70.330,63,1,33,31,64,48.438,0.01,1.068,0.479,0.002,0,0.587,1.253,1.253,0.046,29.6703,29.8132,5.64835,341.381,567.125,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qft_4_lx2_dynamic_repair_chi_packed_aa_sketch_5.out
qft_4.tfc,noreuse,5,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_5,16,12,3,0.003,0.006338,91,27,0,64,70.330,63,1,64,0,64,0.000,0.012,1.283,0.595,0.001,0,0.687,2.266,2.266,0.064,29.6703,29.8132,5.64835,0,567.125,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qft_4_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_5.out
qft_4.tfc,reuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_8,16,12,2,0.002,0.00478,91,48,0,43,47.253,42,1,24,19,43,44.186,0.011,1.437,0.551,0.009,0,0.877,0.933,0.933,0.045,52.7473,46.8352,6.79121,379,503.372,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qft_4_lx2_dynamic_repair_chi_packed_aa_sketch_8.out
qft_4.tfc,noreuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8,16,12,3,0.003,0.00585,91,48,0,43,47.253,42,1,43,0,43,0.000,0.012,1.565,0.557,0,0,1.008,1.464,1.464,0.05,52.7473,46.8352,6.79121,0,503.372,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qft_4_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8.out
qft_4.tfc,reuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_10,16,12,2,0.002,0.005445,91,57,0,34,37.363,33,1,19,15,34,44.118,0.012,1.818,0.578,0.003,0.005,1.232,0.824,0.824,0.049,62.6374,58.5604,7.34066,337.394,486.412,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qft_4_lx2_dynamic_repair_chi_packed_aa_sketch_10.out
qft_4.tfc,noreuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10,16,12,3,0.003,0.005797,91,57,0,34,37.363,33,1,34,0,34,0.000,0.011,1.868,0.629,0,0.003,1.236,1.141,1.141,0.053,62.6374,58.5604,7.34066,0,486.412,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qft_4_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10.out
qft_4.tfc,reuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_13,16,12,2,0.002,0.004905,91,72,0,19,20.879,18,1,12,7,19,36.842,0.01,1.871,0.497,0,0,1.374,0.472,0.472,0.043,79.1209,75.9341,7.95604,373.222,445.263,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qft_4_lx2_dynamic_repair_chi_packed_aa_sketch_13.out
qft_4.tfc,noreuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13,16,12,3,0.003,0.005553,91,72,0,19,20.879,18,1,19,0,19,0.000,0.012,2.113,0.564,0.005,0,1.544,0.66,0.66,0.051,79.1209,75.9341,7.95604,0,445.263,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qft_4_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13.out
qft_4.tfc,reuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_15,16,12,3,0.003,0.005613,91,74,0,17,18.681,16,1,11,6,17,35.294,0.012,2.335,0.568,0,0,1.767,0.485,0.485,0.049,81.3187,87.5604,8.15385,359.062,422.824,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/qft_4_lx2_dynamic_repair_chi_packed_aa_sketch_15.out
